datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,Referrer
12/13/2011 5:00,4,0,1,1,7.38,12.12,86,0,0,20,20,direct
12/13/2011 6:00,4,0,1,1,8.2,12.88,80,0,0,92,92,direct
12/13/2011 7:00,4,0,1,1,6.56,8.335,80,11.0014,2,221,223,ad campaign
12/13/2011 8:00,4,0,1,1,8.2,11.365,69,7.0015,9,391,400,www.google.co.uk
12/13/2011 9:00,4,0,1,1,10.66,12.88,60,11.0014,10,223,233,
12/13/2011 10:00,4,0,1,1,12.3,15.15,52,11.0014,3,99,102,direct
12/13/2011 11:00,4,0,1,1,13.94,15.91,46,16.9979,9,115,124,www.google.com
12/13/2011 12:00,4,0,1,1,14.76,16.665,43,23.9994,20,147,167,
12/13/2011 13:00,4,0,1,1,16.4,20.455,37,22.0028,7,120,127,
12/13/2011 14:00,4,0,1,1,16.4,20.455,37,16.9979,18,116,134,blog
12/13/2011 15:00,4,0,1,1,16.4,20.455,35,16.9979,7,144,151,direct
12/13/2011 16:00,4,0,1,1,15.58,19.695,37,16.9979,13,194,207,direct
12/13/2011 17:00,4,0,1,1,14.76,17.425,40,12.998,17,381,398,www.google.com
12/13/2011 18:00,4,0,1,1,13.94,15.91,42,15.0013,12,370,382,www.google.com
12/13/2011 19:00,4,0,1,1,13.12,15.91,49,11.0014,5,262,267,www.google.com
12/13/2011 20:00,4,0,1,1,13.12,15.91,49,11.0014,7,154,161,www.google.com
12/13/2011 21:00,4,0,1,1,12.3,15.15,52,11.0014,5,134,139,www.google.com
12/13/2011 22:00,4,0,1,1,12.3,15.15,52,11.0014,5,102,107,www.google.com
12/13/2011 23:00,4,0,1,1,10.66,15.15,70,0,4,55,59,
12/14/2011 0:00,4,0,1,1,10.66,15.15,75,0,0,22,22,
12/14/2011 1:00,4,0,1,1,10.66,15.15,75,0,0,8,8,blog
12/14/2011 2:00,4,0,1,1,10.66,15.15,75,0,0,2,2,www.google.com
12/14/2011 3:00,4,0,1,1,11.48,15.91,65,0,0,3,3,
12/14/2011 4:00,4,0,1,1,10.66,15.15,75,0,0,4,4,
12/14/2011 5:00,4,0,1,2,10.66,15.15,81,0,0,26,26,blog
12/14/2011 6:00,4,0,1,2,10.66,15.15,87,0,0,87,87,direct
12/14/2011 7:00,4,0,1,1,11.48,15.91,75,0,4,243,247,direct
12/14/2011 8:00,4,0,1,2,10.66,15.15,87,0,9,458,467,www.google.com
12/14/2011 9:00,4,0,1,2,12.3,16.665,61,0,9,230,239,www.google.com
12/14/2011 10:00,4,0,1,2,13.12,17.425,57,0,9,133,142,www.google.com
12/14/2011 11:00,4,0,1,2,13.94,18.18,55,0,12,103,115,www.google.com
12/14/2011 12:00,4,0,1,2,14.76,18.18,57,6.0032,6,138,144,www.google.com
12/14/2011 13:00,4,0,1,2,14.76,18.18,57,7.0015,14,119,133,www.yahoo.com
12/14/2011 14:00,4,0,1,2,15.58,19.695,54,6.0032,17,134,151,blog
12/14/2011 15:00,4,0,1,2,15.58,19.695,54,7.0015,24,143,167,blog
12/14/2011 16:00,4,0,1,2,15.58,19.695,54,7.0015,12,233,245,blog
12/14/2011 17:00,4,0,1,2,14.76,18.18,57,7.0015,19,377,396,direct
12/14/2011 18:00,4,0,1,2,14.76,17.425,62,11.0014,11,379,390,direct
12/14/2011 19:00,4,0,1,2,14.76,18.18,62,7.0015,9,259,268,ad campaign
12/14/2011 20:00,4,0,1,2,13.94,17.425,66,7.0015,6,169,175,www.google.co.uk
12/14/2011 21:00,4,0,1,2,13.94,16.665,66,11.0014,9,145,154,
12/14/2011 22:00,4,0,1,1,13.94,16.665,66,11.0014,5,99,104,direct
12/14/2011 23:00,4,0,1,1,13.12,15.91,70,11.0014,3,48,51,www.google.com
12/15/2011 0:00,4,0,1,1,13.12,15.91,70,11.0014,5,45,50,
12/15/2011 1:00,4,0,1,2,13.12,15.91,70,11.0014,5,15,20,
12/15/2011 2:00,4,0,1,2,13.12,16.665,70,8.9981,2,5,7,blog
12/15/2011 3:00,4,0,1,2,13.12,16.665,70,8.9981,1,2,3,direct
12/15/2011 4:00,4,0,1,2,13.12,15.15,70,15.0013,0,6,6,direct
12/15/2011 5:00,4,0,1,2,13.12,15.15,70,19.0012,0,24,24,www.google.com
12/15/2011 6:00,4,0,1,1,13.12,15.91,66,12.998,2,90,92,www.google.com
12/15/2011 7:00,4,0,1,1,13.12,15.91,70,12.998,6,252,258,www.google.com
12/15/2011 8:00,4,0,1,2,13.94,15.91,66,15.0013,8,449,457,www.google.com
12/15/2011 9:00,4,0,1,2,14.76,16.665,62,19.0012,6,274,280,www.google.com
12/15/2011 10:00,4,0,1,2,16.4,20.455,58,19.9995,4,105,109,www.google.com
12/15/2011 11:00,4,0,1,2,16.4,20.455,62,27.9993,9,126,135,
12/15/2011 12:00,4,0,1,2,18.86,22.725,59,32.9975,17,140,157,
12/15/2011 13:00,4,0,1,2,20.5,24.24,55,23.9994,14,150,164,blog
12/15/2011 14:00,4,0,1,2,21.32,25,52,22.0028,8,124,132,www.google.com
12/15/2011 15:00,4,0,1,3,21.32,25,55,15.0013,6,76,82,
12/15/2011 16:00,4,0,1,3,18.86,22.725,72,11.0014,7,124,131,
12/15/2011 17:00,4,0,1,2,21.32,25,59,19.0012,14,310,324,blog
12/15/2011 18:00,4,0,1,2,21.32,25,59,19.9995,14,363,377,direct
12/15/2011 19:00,4,0,1,2,21.32,25,59,19.0012,13,274,287,direct
12/15/2011 20:00,4,0,1,1,21.32,25,59,22.0028,12,209,221,www.google.com
12/15/2011 21:00,4,0,1,1,20.5,24.24,63,19.9995,10,145,155,www.google.com
12/15/2011 22:00,4,0,1,1,21.32,25,63,22.0028,8,116,124,www.google.com
12/15/2011 23:00,4,0,1,1,21.32,25,63,22.0028,10,104,114,www.google.com
12/16/2011 0:00,4,0,1,1,20.5,24.24,72,22.0028,12,60,72,www.google.com
12/16/2011 1:00,4,0,1,1,20.5,24.24,72,15.0013,3,28,31,www.yahoo.com
12/16/2011 2:00,4,0,1,1,19.68,23.485,77,7.0015,0,23,23,blog
12/16/2011 3:00,4,0,1,1,18.86,22.725,82,8.9981,2,3,5,blog
12/16/2011 4:00,4,0,1,2,20.5,24.24,59,12.998,1,4,5,blog
12/16/2011 5:00,4,0,1,1,19.68,23.485,44,26.0027,0,26,26,direct
12/16/2011 6:00,4,0,1,2,18.04,21.97,33,19.9995,2,80,82,direct
12/16/2011 7:00,4,0,1,2,15.58,19.695,46,19.9995,5,226,231,ad campaign
12/16/2011 8:00,4,0,1,1,14.76,16.665,46,27.9993,10,449,459,www.google.co.uk
12/16/2011 9:00,4,0,1,1,14.76,16.665,46,26.0027,8,235,243,
12/16/2011 10:00,4,0,1,1,13.94,15.15,46,19.9995,10,122,132,direct
12/16/2011 11:00,4,0,1,2,13.94,15.15,42,19.9995,9,135,144,www.google.com
12/16/2011 12:00,4,0,1,2,13.94,15.15,42,23.9994,10,163,173,
12/16/2011 13:00,4,0,1,2,13.94,15.15,39,23.9994,12,125,137,
12/16/2011 14:00,4,0,1,2,13.94,15.91,42,15.0013,13,115,128,blog
12/16/2011 15:00,4,0,1,2,13.12,15.15,45,19.9995,12,141,153,direct
12/16/2011 16:00,4,0,1,2,13.12,15.15,45,15.0013,12,212,224,direct
12/16/2011 17:00,4,0,1,2,13.12,15.15,45,19.0012,13,352,365,www.google.com
12/16/2011 18:00,4,0,1,2,13.12,15.15,45,16.9979,10,285,295,www.google.com
12/16/2011 19:00,4,0,1,2,13.12,15.15,45,15.0013,11,203,214,www.google.com
12/16/2011 20:00,4,0,1,2,13.12,15.91,45,12.998,6,146,152,www.google.com
12/16/2011 21:00,4,0,1,2,13.12,15.91,45,11.0014,7,95,102,www.google.com
12/16/2011 22:00,4,0,1,2,12.3,15.15,49,11.0014,6,100,106,www.google.com
12/16/2011 23:00,4,0,1,2,12.3,15.15,49,8.9981,4,71,75,
12/17/2011 0:00,4,0,0,1,12.3,14.395,49,19.0012,3,59,62,
12/17/2011 1:00,4,0,0,2,12.3,14.395,52,16.9979,4,39,43,blog
12/17/2011 2:00,4,0,0,2,11.48,13.635,56,15.0013,11,47,58,www.google.com
12/17/2011 3:00,4,0,0,1,10.66,12.88,60,12.998,4,22,26,
12/17/2011 4:00,4,0,0,1,9.84,12.12,65,11.0014,0,9,9,
12/17/2011 5:00,4,0,0,2,10.66,12.88,60,12.998,2,7,9,blog
12/17/2011 6:00,4,0,0,2,10.66,12.12,56,19.0012,0,17,17,direct
12/17/2011 7:00,4,0,0,2,10.66,12.88,56,15.0013,0,20,20,direct
12/17/2011 8:00,4,0,0,2,10.66,12.88,56,15.0013,4,55,59,www.google.com
12/17/2011 9:00,4,0,0,2,10.66,12.12,56,16.9979,5,95,100,www.google.com
12/17/2011 10:00,4,0,0,2,10.66,12.12,52,19.0012,10,171,181,www.google.com
12/17/2011 11:00,4,0,0,2,11.48,12.88,45,22.0028,21,188,209,www.google.com
12/17/2011 12:00,4,0,0,2,11.48,12.88,45,19.0012,28,216,244,www.google.com
12/17/2011 13:00,4,0,0,2,11.48,13.635,48,16.9979,32,204,236,
12/17/2011 14:00,4,0,0,1,11.48,12.88,45,23.9994,30,207,237,
12/17/2011 15:00,4,0,0,1,11.48,12.88,45,19.0012,33,195,228,blog
12/17/2011 16:00,4,0,0,1,11.48,13.635,45,15.0013,30,192,222,direct
12/17/2011 17:00,4,0,0,1,10.66,12.88,48,15.0013,12,153,165,direct
12/17/2011 18:00,4,0,0,1,10.66,11.365,48,26.0027,7,150,157,www.google.com
12/17/2011 19:00,4,0,0,3,9.84,10.605,65,22.0028,11,95,106,www.google.com
12/17/2011 20:00,4,0,0,1,9.02,10.605,69,16.9979,7,99,106,www.google.com
12/17/2011 21:00,4,0,0,1,8.2,10.605,75,11.0014,8,88,96,www.google.com
12/17/2011 22:00,4,0,0,1,8.2,10.605,75,11.0014,7,73,80,www.google.com
12/17/2011 23:00,4,0,0,1,8.2,11.365,75,0,6,63,69,www.yahoo.com
12/18/2011 0:00,4,0,0,1,8.2,10.605,75,8.9981,7,64,71,blog
12/18/2011 1:00,4,0,0,1,8.2,11.365,69,7.0015,3,43,46,blog
12/18/2011 2:00,4,0,0,1,9.02,12.12,55,7.0015,2,39,41,blog
12/18/2011 3:00,4,0,0,1,9.02,10.605,55,15.0013,2,16,18,direct
12/18/2011 4:00,4,0,0,1,9.02,10.605,55,15.0013,0,1,1,direct
12/18/2011 5:00,4,0,0,1,8.2,11.365,59,7.0015,1,4,5,ad campaign
12/18/2011 6:00,4,0,0,1,8.2,10.605,59,8.9981,0,3,3,www.google.co.uk
12/18/2011 7:00,4,0,0,1,8.2,10.605,59,11.0014,1,11,12,
12/18/2011 8:00,4,0,0,1,8.2,12.88,69,0,1,31,32,direct
12/18/2011 9:00,4,0,0,1,9.02,11.365,64,11.0014,6,75,81,www.google.com
12/18/2011 10:00,4,0,0,1,9.84,11.365,60,16.9979,7,122,129,
12/18/2011 11:00,4,0,0,2,9.84,11.365,60,15.0013,20,168,188,
12/18/2011 12:00,4,0,0,1,10.66,12.88,60,15.0013,26,202,228,blog
12/18/2011 13:00,4,0,0,1,12.3,13.635,49,19.9995,18,210,228,direct
12/18/2011 14:00,4,0,0,1,12.3,14.395,49,19.0012,19,200,219,direct
12/18/2011 15:00,4,0,0,1,13.12,15.15,45,19.0012,23,184,207,www.google.com
12/18/2011 16:00,4,0,0,1,11.48,13.635,48,16.9979,27,207,234,www.google.com
12/18/2011 17:00,4,0,0,1,11.48,13.635,46,11.0014,10,126,136,www.google.com
12/18/2011 18:00,4,0,0,1,11.48,13.635,45,12.998,15,123,138,www.google.com
12/18/2011 19:00,4,0,0,1,10.66,13.635,52,8.9981,5,130,135,www.google.com
12/18/2011 20:00,4,0,0,1,9.84,12.88,60,7.0015,10,94,104,www.google.com
12/18/2011 21:00,4,0,0,1,9.02,13.635,64,0,9,80,89,
12/18/2011 22:00,4,0,0,1,9.02,11.365,75,12.998,2,47,49,
12/18/2011 23:00,4,0,0,1,8.2,11.365,75,7.0015,6,31,37,blog
12/19/2011 0:00,4,0,1,1,8.2,11.365,75,6.0032,3,14,17,www.google.com
12/19/2011 1:00,4,0,1,1,7.38,10.605,80,6.0032,3,8,11,
12/19/2011 2:00,4,0,1,1,7.38,10.605,80,6.0032,0,3,3,
12/19/2011 3:00,4,0,1,1,6.56,9.85,86,6.0032,0,3,3,blog
12/19/2011 4:00,4,0,1,1,6.56,9.09,86,8.9981,0,4,4,direct
12/19/2011 5:00,4,0,1,1,5.74,8.335,93,7.0015,0,21,21,direct
12/19/2011 6:00,4,0,1,1,6.56,9.09,86,7.0015,0,68,68,www.google.com
12/19/2011 7:00,4,0,1,1,7.38,10.605,74,7.0015,4,187,191,www.google.com
12/19/2011 8:00,4,0,1,1,8.2,9.85,75,12.998,8,389,397,www.google.com
12/19/2011 9:00,4,0,1,1,9.02,10.605,69,15.0013,17,166,183,www.google.com
12/19/2011 10:00,4,0,1,1,9.84,11.365,67,12.998,12,96,108,www.google.com
12/19/2011 11:00,4,0,1,1,10.66,12.12,65,16.9979,22,105,127,www.yahoo.com
12/19/2011 12:00,4,0,1,1,12.3,13.635,61,22.0028,13,128,141,blog
12/19/2011 13:00,4,0,1,1,13.94,15.15,49,22.0028,15,127,142,blog
12/19/2011 14:00,4,0,1,1,14.76,17.425,46,15.0013,30,107,137,blog
12/19/2011 15:00,4,0,1,1,15.58,19.695,46,11.0014,24,135,159,direct
12/19/2011 16:00,4,0,1,1,16.4,20.455,40,16.9979,19,189,208,direct
12/19/2011 17:00,4,0,1,1,15.58,19.695,46,12.998,16,362,378,ad campaign
12/19/2011 18:00,4,0,1,1,14.76,17.425,50,12.998,11,343,354,www.google.co.uk
12/19/2011 19:00,4,0,1,2,14.76,17.425,53,11.0014,17,234,251,
12/19/2011 20:00,4,0,1,1,16.4,20.455,40,11.0014,9,197,206,direct
12/19/2011 21:00,4,0,1,2,14.76,17.425,53,8.9981,15,112,127,www.google.com
12/19/2011 22:00,4,0,1,2,14.76,17.425,57,11.0014,12,95,107,
12/19/2011 23:00,4,0,1,1,14.76,17.425,53,11.0014,10,50,60,
1/1/2012 0:00,1,0,0,1,14.76,18.94,66,0,5,43,48,blog
1/1/2012 1:00,1,0,0,1,14.76,17.425,66,8.9981,15,78,93,direct
1/1/2012 2:00,1,0,0,1,13.12,17.425,76,0,16,59,75,direct
1/1/2012 3:00,1,0,0,1,12.3,16.665,81,0,11,41,52,www.google.com
1/1/2012 4:00,1,0,0,1,11.48,15.15,81,6.0032,0,8,8,www.google.com
1/1/2012 5:00,1,0,0,1,11.48,14.395,81,7.0015,0,5,5,www.google.com
1/1/2012 6:00,1,0,0,1,10.66,13.635,93,8.9981,1,1,2,www.google.com
1/1/2012 7:00,1,0,0,1,10.66,12.88,93,11.0014,1,6,7,www.google.com
1/1/2012 8:00,1,0,0,1,10.66,13.635,87,7.0015,4,10,14,www.google.com
1/1/2012 9:00,1,0,0,1,10.66,13.635,93,7.0015,13,27,40,
1/1/2012 10:00,1,0,0,1,12.3,15.91,81,7.0015,18,52,70,
1/1/2012 11:00,1,0,0,1,13.94,16.665,76,8.9981,40,98,138,blog
1/1/2012 12:00,1,0,0,1,16.4,20.455,62,19.0012,58,143,201,www.google.com
1/1/2012 13:00,1,0,0,1,17.22,21.21,58,19.0012,82,141,223,
1/1/2012 14:00,1,0,0,1,18.04,21.97,54,19.9995,120,147,267,
1/1/2012 15:00,1,0,0,1,18.86,22.725,51,19.9995,101,164,265,blog
1/1/2012 16:00,1,0,0,2,18.04,21.97,54,19.9995,68,147,215,direct
1/1/2012 17:00,1,0,0,2,19.68,23.485,48,11.0014,36,75,111,direct
1/1/2012 18:00,1,0,0,3,18.86,22.725,59,16.9979,25,81,106,www.google.com
1/1/2012 19:00,1,0,0,3,17.22,21.21,67,26.0027,20,85,105,www.google.com
1/1/2012 20:00,1,0,0,2,18.04,21.97,62,19.9995,25,58,83,www.google.com
1/1/2012 21:00,1,0,0,2,18.04,21.97,67,16.9979,10,61,71,www.google.com
1/1/2012 22:00,1,0,0,1,18.86,22.725,55,27.9993,13,53,66,www.google.com
1/1/2012 23:00,1,0,0,1,18.04,21.97,51,19.9995,4,25,29,www.yahoo.com
1/2/2012 0:00,1,1,0,1,16.4,20.455,40,31.0009,8,31,39,blog
1/2/2012 1:00,1,1,0,1,14.76,16.665,43,27.9993,1,11,12,blog
1/2/2012 2:00,1,1,0,1,14.76,15.91,34,30.0026,1,6,7,blog
1/2/2012 4:00,1,1,0,1,11.48,12.88,45,22.0028,0,4,4,direct
1/2/2012 5:00,1,1,0,1,11.48,12.88,45,22.0028,1,3,4,direct
1/2/2012 6:00,1,1,0,1,10.66,11.365,41,26.0027,0,14,14,ad campaign
1/2/2012 7:00,1,1,0,1,9.84,10.605,32,26.0027,0,16,16,www.google.co.uk
1/2/2012 8:00,1,1,0,1,9.84,11.365,35,16.9979,2,51,53,
1/2/2012 9:00,1,1,0,1,9.84,12.88,35,0,15,53,68,direct
1/2/2012 10:00,1,1,0,1,10.66,12.12,35,19.0012,20,89,109,www.google.com
1/2/2012 11:00,1,1,0,1,10.66,10.605,35,32.9975,33,142,175,
1/2/2012 12:00,1,1,0,1,11.48,13.635,36,16.9979,41,161,202,
1/2/2012 13:00,1,1,0,1,12.3,13.635,36,19.9995,26,150,176,blog
1/2/2012 14:00,1,1,0,1,12.3,13.635,36,27.9993,10,141,151,direct
1/2/2012 15:00,1,1,0,1,11.48,12.12,38,30.0026,29,139,168,direct
1/2/2012 16:00,1,1,0,1,10.66,11.365,35,27.9993,10,144,154,www.google.com
1/2/2012 17:00,1,1,0,1,10.66,11.365,35,26.0027,17,136,153,www.google.com
1/2/2012 18:00,1,1,0,1,10.66,12.12,33,16.9979,13,113,126,www.google.com
1/2/2012 19:00,1,1,0,1,9.84,11.365,38,15.0013,4,89,93,www.google.com
1/2/2012 20:00,1,1,0,1,9.84,11.365,41,15.0013,5,83,88,www.google.com
1/2/2012 21:00,1,1,0,2,9.84,10.605,41,22.0028,3,63,66,www.google.com
1/2/2012 22:00,1,1,0,2,9.02,10.605,44,19.0012,3,36,39,
1/2/2012 23:00,1,1,0,1,9.02,10.605,44,16.9979,2,32,34,
1/3/2012 0:00,1,0,1,1,8.2,9.85,51,16.9979,0,13,13,blog
1/3/2012 1:00,1,0,1,1,7.38,9.09,55,15.0013,1,5,6,www.google.com
1/3/2012 2:00,1,0,1,1,7.38,8.335,51,16.9979,0,3,3,
1/3/2012 3:00,1,0,1,1,6.56,6.82,55,19.0012,0,2,2,
1/3/2012 4:00,1,0,1,1,6.56,7.575,55,16.9979,0,5,5,blog
1/3/2012 5:00,1,0,1,1,5.74,6.82,54,12.998,0,12,12,direct
1/3/2012 6:00,1,0,1,1,5.74,6.06,59,19.0012,4,81,85,direct
1/3/2012 7:00,1,0,1,1,5.74,6.06,59,16.9979,2,168,170,www.google.com
1/3/2012 8:00,1,0,1,1,6.56,6.82,55,19.0012,5,349,354,www.google.com
1/3/2012 9:00,1,0,1,1,6.56,6.82,50,19.0012,8,145,153,www.google.com
1/3/2012 10:00,1,0,1,1,6.56,6.06,47,31.0009,5,55,60,www.google.com
1/3/2012 11:00,1,0,1,1,7.38,6.82,37,35.0008,12,63,75,www.google.com
1/3/2012 12:00,1,0,1,1,7.38,6.82,37,35.0008,4,70,74,www.yahoo.com
1/3/2012 13:00,1,0,1,1,7.38,6.06,34,43.9989,5,68,73,blog
1/3/2012 14:00,1,0,1,1,6.56,6.06,43,35.0008,7,72,79,blog
1/3/2012 15:00,1,0,1,1,6.56,6.06,37,27.9993,9,68,77,blog
1/3/2012 16:00,1,0,1,1,5.74,4.545,39,39.0007,7,129,136,direct
1/3/2012 17:00,1,0,1,1,5.74,5.305,26,31.0009,4,241,245,direct
1/3/2012 18:00,1,0,1,1,5.74,4.545,26,35.0008,10,214,224,ad campaign
1/3/2012 19:00,1,0,1,1,4.92,4.545,28,27.9993,4,152,156,www.google.co.uk
1/3/2012 20:00,1,0,1,1,4.92,6.06,33,16.9979,0,115,115,
1/3/2012 21:00,1,0,1,1,4.1,5.305,36,15.0013,2,66,68,direct
1/3/2012 22:00,1,0,1,1,4.1,5.305,46,16.9979,0,33,33,www.google.com
1/3/2012 23:00,1,0,1,1,4.1,3.79,46,26.0027,0,18,18,
1/4/2012 0:00,1,0,1,1,3.28,3.03,42,22.0028,0,9,9,
1/4/2012 1:00,1,0,1,1,1.64,1.515,38,19.9995,0,3,3,blog
1/4/2012 2:00,1,0,1,1,0.82,0.76,34,19.0012,0,1,1,direct
1/4/2012 3:00,1,0,1,1,0.82,0.76,34,19.0012,0,1,1,direct
1/4/2012 4:00,1,0,1,1,0.82,2.275,41,12.998,0,2,2,www.google.com
1/4/2012 5:00,1,0,1,1,0.82,2.275,41,12.998,0,14,14,www.google.com
1/4/2012 6:00,1,0,1,1,0.82,2.275,41,11.0014,0,59,59,www.google.com
1/4/2012 7:00,1,0,1,1,0.82,2.275,44,12.998,1,151,152,www.google.com
1/4/2012 8:00,1,0,1,1,0.82,3.03,44,8.9981,5,310,315,www.google.com
1/4/2012 9:00,1,0,1,1,1.64,3.03,45,8.9981,7,173,180,www.google.com
1/4/2012 10:00,1,0,1,1,2.46,5.305,45,0,7,57,64,
1/4/2012 11:00,1,0,1,2,3.28,6.06,42,6.0032,6,40,46,
1/4/2012 12:00,1,0,1,2,4.1,5.305,46,12.998,9,75,84,blog
1/4/2012 13:00,1,0,1,2,5.74,6.06,43,16.9979,9,82,91,www.google.com
1/4/2012 14:00,1,0,1,2,5.74,6.06,46,16.9979,6,69,75,
1/4/2012 15:00,1,0,1,2,7.38,7.575,37,22.0028,9,81,90,
1/4/2012 16:00,1,0,1,2,7.38,8.335,40,19.0012,8,123,131,blog
1/4/2012 17:00,1,0,1,2,8.2,9.85,40,12.998,9,272,281,direct
1/4/2012 18:00,1,0,1,2,8.2,10.605,37,8.9981,9,280,289,direct
1/4/2012 19:00,1,0,1,2,8.2,11.365,40,7.0015,2,182,184,www.google.com
1/4/2012 20:00,1,0,1,2,8.2,9.85,40,12.998,2,121,123,www.google.com
1/4/2012 21:00,1,0,1,2,8.2,12.88,44,0,2,88,90,www.google.com
1/4/2012 22:00,1,0,1,2,8.2,11.365,47,6.0032,4,48,52,www.google.com
1/4/2012 23:00,1,0,1,2,8.2,11.365,44,7.0015,0,32,32,www.google.com
1/5/2012 0:00,1,0,1,2,9.02,11.365,47,12.998,1,13,14,www.yahoo.com
1/5/2012 1:00,1,0,1,1,8.2,11.365,51,6.0032,0,5,5,blog
1/5/2012 2:00,1,0,1,1,8.2,11.365,51,6.0032,0,4,4,blog
1/5/2012 3:00,1,0,1,1,8.2,12.88,61,0,0,4,4,blog
1/5/2012 4:00,1,0,1,2,8.2,11.365,59,6.0032,0,5,5,direct
1/5/2012 5:00,1,0,1,2,8.2,11.365,59,6.0032,0,26,26,direct
1/5/2012 6:00,1,0,1,2,8.2,10.605,75,8.9981,0,78,78,ad campaign
1/5/2012 7:00,1,0,1,2,8.2,11.365,69,6.0032,3,212,215,www.google.co.uk
1/5/2012 8:00,1,0,1,2,8.2,12.88,75,0,11,377,388,
1/5/2012 9:00,1,0,1,2,9.02,13.635,69,0,7,220,227,direct
1/5/2012 10:00,1,0,1,2,9.84,12.88,52,6.0032,5,81,86,www.google.com
1/5/2012 11:00,1,0,1,1,12.3,16.665,49,0,6,78,84,
1/5/2012 12:00,1,0,1,1,12.3,14.395,49,16.9979,6,114,120,
1/5/2012 13:00,1,0,1,1,13.94,15.15,42,19.9995,6,112,118,blog
1/5/2012 14:00,1,0,1,1,13.94,15.91,39,19.0012,13,104,117,direct
1/5/2012 15:00,1,0,1,1,14.76,16.665,34,19.0012,6,113,119,direct
1/5/2012 16:00,1,0,1,1,14.76,16.665,34,19.0012,19,178,197,www.google.com
1/5/2012 17:00,1,0,1,2,14.76,17.425,34,12.998,19,393,412,www.google.com
1/5/2012 18:00,1,0,1,1,13.94,16.665,36,11.0014,9,374,383,www.google.com
1/5/2012 19:00,1,0,1,1,13.94,17.425,34,6.0032,10,255,265,www.google.com
1/5/2012 20:00,1,0,1,1,12.3,16.665,49,0,5,172,177,www.google.com
1/5/2012 21:00,1,0,1,1,10.66,13.635,60,8.9981,9,88,97,www.google.com
1/5/2012 22:00,1,0,1,1,10.66,12.88,60,11.0014,1,70,71,
1/5/2012 23:00,1,0,1,1,9.84,12.88,70,7.0015,4,56,60,
1/6/2012 0:00,1,0,1,1,9.02,12.88,75,6.0032,1,24,25,blog
1/6/2012 1:00,1,0,1,1,9.02,13.635,75,0,2,6,8,www.google.com
1/6/2012 2:00,1,0,1,1,9.02,11.365,69,11.0014,2,3,5,
1/6/2012 3:00,1,0,1,1,9.02,12.12,69,7.0015,1,3,4,
1/6/2012 4:00,1,0,1,1,9.02,11.365,69,8.9981,0,3,3,blog
1/6/2012 5:00,1,0,1,2,8.2,10.605,80,8.9981,0,13,13,direct
1/6/2012 6:00,1,0,1,2,9.02,12.12,73,7.0015,1,69,70,direct
1/6/2012 7:00,1,0,1,2,9.84,14.395,65,0,4,201,205,www.google.com
1/6/2012 8:00,1,0,1,1,9.84,12.12,70,8.9981,11,436,447,www.google.com
1/6/2012 9:00,1,0,1,1,9.84,12.12,70,11.0014,4,237,241,www.google.com
1/6/2012 10:00,1,0,1,1,10.66,12.88,65,12.998,14,102,116,www.google.com
1/6/2012 11:00,1,0,1,1,12.3,15.15,56,11.0014,8,130,138,www.google.com
1/6/2012 12:00,1,0,1,1,14.76,16.665,50,16.9979,23,168,191,www.yahoo.com
1/6/2012 13:00,1,0,1,1,16.4,20.455,43,19.0012,16,188,204,blog
1/6/2012 14:00,1,0,1,1,18.86,22.725,36,12.998,26,152,178,blog
1/6/2012 15:00,1,0,1,1,21.32,25,27,16.9979,44,178,222,blog
1/6/2012 16:00,1,0,1,1,21.32,25,27,19.0012,35,259,294,direct
1/6/2012 17:00,1,0,1,1,18.86,22.725,36,15.0013,20,456,476,direct
1/6/2012 18:00,1,0,1,1,20.5,24.24,29,16.9979,28,391,419,ad campaign
1/6/2012 19:00,1,0,1,1,18.86,22.725,33,19.0012,11,261,272,www.google.co.uk
1/6/2012 20:00,1,0,1,1,17.22,21.21,41,12.998,14,163,177,
1/6/2012 21:00,1,0,1,1,16.4,20.455,43,15.0013,17,137,154,direct
1/6/2012 22:00,1,0,1,1,14.76,17.425,50,12.998,12,123,135,www.google.com
1/6/2012 23:00,1,0,1,1,14.76,18.94,50,0,13,88,101,
1/7/2012 0:00,1,0,0,1,14.76,17.425,50,11.0014,2,77,79,
1/7/2012 1:00,1,0,0,1,15.58,19.695,46,11.0014,6,56,62,blog
1/7/2012 2:00,1,0,0,1,14.76,18.18,50,7.0015,2,36,38,direct
1/7/2012 3:00,1,0,0,1,13.12,16.665,57,7.0015,1,19,20,direct
1/7/2012 4:00,1,0,0,1,13.12,16.665,57,6.0032,1,9,10,www.google.com
1/7/2012 5:00,1,0,0,1,10.66,13.635,75,7.0015,2,7,9,www.google.com
1/7/2012 6:00,1,0,0,1,10.66,13.635,75,7.0015,0,7,7,www.google.com
1/7/2012 7:00,1,0,0,1,9.02,11.365,87,12.998,0,20,20,www.google.com
1/7/2012 8:00,1,0,0,1,9.84,12.88,75,7.0015,0,64,64,www.google.com
1/7/2012 9:00,1,0,0,1,9.02,11.365,80,8.9981,14,116,130,www.google.com
1/7/2012 10:00,1,0,0,1,11.48,15.15,75,6.0032,43,160,203,
1/7/2012 11:00,1,0,0,1,13.94,15.91,57,15.0013,74,250,324,
1/7/2012 12:00,1,0,0,1,16.4,20.455,43,15.0013,100,276,376,blog
